Location,Role,VendorID,InvoiceValue,Resource,StartTimestamp,EndTimestamp,CaseId,ActivityName,TotalStepTime(minutes),EstimatedProcessingTime(minutes),new_StartTimestamp,Column1
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,23/08/2022 11:34:43,23/08/2022 13:19:12,131,Confirm Payment Received,104.48,38.41,23/08/2022 12:40:47,37%
"San Francisco, USA",Invoice Approver,Vendor2,2549.04,Jackie,23/08/2022 14:13:35,23/08/2022 18:28:54,131,Complete the Customer Memo,255.32,29.48,23/08/2022 17:59:25,12%
"San Francisco, USA",start,Vendor2,2549.04,Aiden,23/08/2022 9:38:02,23/08/2022 9:38:02,131,start,0,0,23/08/2022 9:38:02,0%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,26/08/2022 11:29:31,26/08/2022 13:21:00,131,Fill Credit Memo,111.49,40.99,26/08/2022 12:40:01,37%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,23/08/2022 9:38:02,23/08/2022 11:34:43,131,Invoice Entry,116.69,42.9,23/08/2022 10:51:49,37%
"San Francisco, USA",Invoice Approver,Vendor2,2549.04,Jackie,24/08/2022 9:28:54,24/08/2022 13:09:05,131,Reject Invoice,220.18,25.43,24/08/2022 12:43:39,12%
"San Francisco, USA",Invoice Approver,Vendor2,2549.04,Jackie,25/08/2022 16:46:23,25/08/2022 20:59:23,131,Approve Invoice,253.01,29.22,25/08/2022 20:30:10,12%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,24/08/2022 13:09:05,24/08/2022 14:03:11,131,Refund With Standard Voucher,54.1,19.89,24/08/2022 13:43:17,37%
"San Francisco, USA",Invoice Approver,Vendor2,2549.04,Jackie,25/08/2022 12:32:21,25/08/2022 16:46:23,131,Complete the Customer Memo,254.02,29.33,25/08/2022 16:17:03,12%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,25/08/2022 11:47:37,25/08/2022 12:32:21,131,Refund With Standard Voucher,44.74,16.45,25/08/2022 12:15:54,37%
"San Francisco, USA",Invoice Approver,Vendor2,2549.04,Jackie,24/08/2022 14:03:11,24/08/2022 19:13:03,131,Complete the Customer Memo,309.87,35.78,24/08/2022 18:37:16,12%
"San Francisco, USA",Invoice Approver,Vendor2,2549.04,Jackie,25/08/2022 9:13:03,25/08/2022 11:47:37,131,Reject Invoice,154.57,17.85,25/08/2022 11:29:46,12%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,23/08/2022 13:19:12,23/08/2022 14:13:35,131,Refund With Standard Voucher,54.38,19.99,23/08/2022 13:53:35,37%
"San Francisco, USA",Invoice Processor,Vendor2,2549.04,Aiden,26/08/2022 13:21:00,26/08/2022 14:12:27,131,Re-issuing the invoice,51.45,18.92,26/08/2022 13:53:32,37%
"San Diego, USA",Invoice Processor,Vendor2,525.85,Casey,29/07/2022 9:37:51,29/07/2022 16:13:04,132,Check Customer Payment,395.22,145.3,29/07/2022 13:47:46,37%
"San Diego, USA",Invoice Processor,Vendor2,525.85,Casey,1/08/2022 17:18:58,1/08/2022 23:13:55,132,Re-issuing the invoice,354.95,130.5,1/08/2022 21:03:25,37%
"San Diego, USA",Invoice Processor,Vendor2,525.85,Casey,28/07/2022 16:41:15,29/07/2022 0:37:51,132,Invoice Entry,476.61,175.22,28/07/2022 21:42:38,37%
"San Diego, USA",Invoice Processor,Vendor2,525.85,Casey,1/08/2022 9:48:13,1/08/2022 17:18:58,132,Refund Customer,450.75,165.72,1/08/2022 14:33:15,37%
"San Diego, USA",Invoice Processor,Vendor2,525.85,Casey,29/07/2022 16:13:04,29/07/2022 21:48:13,132,Credit Memo Entry,335.14,123.21,29/07/2022 19:45:00,37%
"San Diego, USA",start,Vendor2,525.85,Casey,28/07/2022 16:41:15,28/07/2022 16:41:15,132,start,0,0,28/07/2022 16:41:15,0%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,22/07/2022 16:44:19,22/07/2022 17:24:26,14,Refund With Standard Voucher,40.11,14.75,22/07/2022 17:09:41,37%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,25/07/2022 13:57:12,25/07/2022 14:38:33,14,Fill Credit Memo,41.35,15.2,25/07/2022 14:23:21,37%
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,22/07/2022 11:36:03,22/07/2022 13:49:22,14,Complete the Customer Memo,133.31,15.39,22/07/2022 13:33:58,12%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,25/07/2022 13:09:43,25/07/2022 13:57:12,14,Credit Memo Creation,47.48,17.46,25/07/2022 13:39:44,37%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,22/07/2022 10:46:55,22/07/2022 11:36:03,14,Refund With Standard Voucher,49.14,18.07,22/07/2022 11:17:59,37%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,25/07/2022 14:38:33,25/07/2022 14:57:52,14,Re-issuing the invoice,19.32,7.1,25/07/2022 14:50:46,37%
"Seattle, USA",start,Vendor4,173.17,Riley,21/07/2022 16:38:05,21/07/2022 16:38:05,14,start,0,0,21/07/2022 16:38:05,0%
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,22/07/2022 13:49:22,22/07/2022 16:44:19,14,Reject Invoice,174.96,20.2,22/07/2022 16:24:07,12%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,21/07/2022 16:38:05,21/07/2022 18:11:52,14,Invoice Entry,93.78,34.48,21/07/2022 17:37:23,37%
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,22/07/2022 17:24:26,22/07/2022 20:48:35,14,Complete the Customer Memo,204.16,23.58,22/07/2022 20:25:01,12%
"Seattle, USA",Invoice Processor,Vendor4,173.17,Riley,22/07/2022 9:11:52,22/07/2022 10:46:55,14,Confirm Payment Received,95.05,34.94,22/07/2022 10:11:58,37%
"Seattle, USA",Invoice Approver,Vendor4,173.17,Addison,25/07/2022 9:48:35,25/07/2022 13:09:43,14,Approve Invoice,201.13,23.23,25/07/2022 12:46:29,12%
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,27/07/2022 16:14:20,27/07/2022 22:33:16,15,Fill Credit Memo,378.93,139.31,27/07/2022 20:13:57,37%
"San Diego, USA",Invoice Approver,Vendor5,1198.1,Jessie,26/07/2022 9:38:31,26/07/2022 17:56:46,15,Complete the Customer Memo,498.24,57.53,26/07/2022 16:59:14,12%
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,28/07/2022 9:33:16,28/07/2022 14:54:57,15,Re-issuing the invoice,321.69,118.27,28/07/2022 12:56:41,37%
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,25/07/2022 9:12:17,26/07/2022 2:38:31,15,Refund With Special Voucher,1046.24,300,25/07/2022 21:38:31,29%
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,22/07/2022 17:47:02,23/07/2022 1:12:17,15,Confirm Payment Received,445.25,163.69,22/07/2022 22:28:36,37%
"San Diego, USA",start,Vendor5,1198.1,Abbie,22/07/2022 9:03:04,22/07/2022 9:03:04,15,start,0,0,22/07/2022 9:03:04,0%
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,27/07/2022 9:25:16,27/07/2022 16:14:20,15,Credit Memo Creation,409.07,150.39,27/07/2022 13:43:57,37%
"San Diego, USA",Invoice Processor,Vendor5,1198.1,Abbie,22/07/2022 9:03:04,22/07/2022 17:47:02,15,Invoice Entry,523.97,192.63,22/07/2022 14:34:24,37%
"San Diego, USA",Invoice Approver,Vendor5,1198.1,Jessie,26/07/2022 17:56:46,27/07/2022 2:25:16,15,Approve Invoice,508.5,58.72,27/07/2022 1:26:33,12%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,25/07/2022 16:04:57,26/07/2022 0:07:27,16,Complete the Customer Memo,482.51,55.72,25/07/2022 23:11:44,12%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,28/07/2022 9:02:55,28/07/2022 15:32:43,16,Reject Invoice,389.79,45.01,28/07/2022 14:47:42,12%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2/08/2022 9:43:49,2/08/2022 16:41:32,16,Credit Memo Creation,417.71,153.57,2/08/2022 14:07:58,37%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,2/08/2022 16:41:32,2/08/2022 22:40:03,16,Fill Credit Memo,358.51,131.8,2/08/2022 20:28:15,37%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,22/07/2022 15:36:16,22/07/2022 22:45:09,16,Reject Invoice,428.88,49.52,22/07/2022 21:55:38,12%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,20/07/2022 15:25:50,20/07/2022 23:19:59,16,Confirm Payment Received,474.15,174.32,20/07/2022 20:25:40,37%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,21/07/2022 9:19:59,21/07/2022 18:22:58,16,Refund With Special Voucher,542.99,199.63,21/07/2022 15:03:21,37%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,22/07/2022 9:22:58,22/07/2022 15:36:16,16,Complete the Customer Memo,373.3,43.11,22/07/2022 14:53:10,12%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,26/07/2022 16:57:31,27/07/2022 4:08:43,16,Refund With Special Voucher,671.21,246.77,27/07/2022 0:01:57,37%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,3/08/2022 9:40:03,3/08/2022 16:47:44,16,Re-issuing the invoice,427.69,157.24,3/08/2022 14:10:30,37%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,1/08/2022 9:51:27,1/08/2022 21:43:49,16,Approve Invoice,712.38,82.26,1/08/2022 20:21:34,12%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,28/07/2022 15:32:43,29/07/2022 7:40:29,16,Refund With Special Voucher,967.77,300,29/07/2022 2:40:29,31%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,27/07/2022 9:08:43,27/07/2022 18:02:55,16,Complete the Customer Memo,534.2,61.69,27/07/2022 17:01:14,12%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,29/07/2022 9:40:29,29/07/2022 18:51:27,16,Complete the Customer Memo,550.96,63.62,29/07/2022 17:47:49,12%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,25/07/2022 9:45:09,25/07/2022 16:04:57,16,Refund With Standard Voucher,379.79,139.63,25/07/2022 13:45:19,37%
"San Diego, USA",Invoice Processor,Vendor2,591.28,Abbie,20/07/2022 9:26:55,20/07/2022 15:25:50,16,Invoice Entry,358.91,131.95,20/07/2022 13:13:53,37%
"San Diego, USA",start,Vendor2,591.28,Abbie,20/07/2022 9:26:55,20/07/2022 9:26:55,16,start,0,0,20/07/2022 9:26:55,0%
"San Diego, USA",Invoice Approver,Vendor2,591.28,Jessie,26/07/2022 9:07:27,26/07/2022 16:57:31,16,Reject Invoice,470.06,54.28,26/07/2022 16:03:14,12%
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,15/07/2022 11:22:01,15/07/2022 12:11:34,17,Re-issuing the invoice,49.55,18.22,15/07/2022 11:53:21,37%
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,15/07/2022 10:32:13,15/07/2022 11:22:01,17,Fill Credit Memo,49.79,18.3,15/07/2022 11:03:43,37%
"Seattle, USA",Invoice Approver,Vendor4,674.93,Addison,14/07/2022 16:02:00,14/07/2022 18:48:18,17,Approve Invoice,166.3,19.2,14/07/2022 18:29:06,12%
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,15/07/2022 9:48:18,15/07/2022 10:32:13,17,Credit Memo Creation,43.93,16.15,15/07/2022 10:16:04,37%
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,14/07/2022 12:22:04,14/07/2022 13:02:51,17,Refund With Standard Voucher,40.79,15,14/07/2022 12:47:51,37%
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,14/07/2022 10:57:29,14/07/2022 12:22:04,17,Confirm Payment Received,84.58,31.1,14/07/2022 11:50:58,37%
"Seattle, USA",Invoice Approver,Vendor4,674.93,Addison,14/07/2022 13:02:51,14/07/2022 16:02:00,17,Complete the Customer Memo,179.14,20.69,14/07/2022 15:41:18,12%
"Seattle, USA",start,Vendor4,674.93,Riley,14/07/2022 9:49:51,14/07/2022 9:49:51,17,start,0,0,14/07/2022 9:49:51,0%
"Seattle, USA",Invoice Processor,Vendor4,674.93,Riley,14/07/2022 9:49:51,14/07/2022 10:57:29,17,Invoice Entry,67.64,24.87,14/07/2022 10:32:37,37%
"Seattle, USA",start,Vendor3,2768.95,Riley,17/08/2022 15:11:39,17/08/2022 15:11:39,18,start,0,0,17/08/2022 15:11:39,0%
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,17/08/2022 16:26:57,17/08/2022 17:36:09,18,Check Customer Payment,69.2,25.44,17/08/2022 17:10:43,37%
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,17/08/2022 17:36:09,17/08/2022 18:10:58,18,Credit Memo Entry,34.82,12.8,17/08/2022 17:58:10,37%
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,18/08/2022 9:10:58,18/08/2022 11:32:20,18,Refund Customer,141.37,51.97,18/08/2022 10:40:22,37%
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,18/08/2022 11:32:20,18/08/2022 12:15:39,18,Re-issuing the invoice,43.31,15.92,18/08/2022 11:59:44,37%
"Seattle, USA",Invoice Processor,Vendor3,2768.95,Riley,17/08/2022 15:11:39,17/08/2022 16:26:57,18,Invoice Entry,75.3,27.68,17/08/2022 15:59:16,37%
"San Francisco, USA",start,Vendor3,2609.33,Aiden,16/08/2022 9:02:14,16/08/2022 9:02:14,19,start,0,0,16/08/2022 9:02:14,0%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,16/08/2022 10:50:51,16/08/2022 12:45:14,19,Confirm Payment Received,114.38,42.05,16/08/2022 12:03:11,37%
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,17/08/2022 16:29:52,17/08/2022 20:04:47,19,Approve Invoice,214.91,24.82,17/08/2022 19:39:58,12%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,16/08/2022 9:02:14,16/08/2022 10:50:51,19,Invoice Entry,108.61,39.93,16/08/2022 10:10:55,37%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,18/08/2022 9:04:47,18/08/2022 10:37:52,19,Credit Memo Creation,93.09,34.22,18/08/2022 10:03:39,37%
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,17/08/2022 13:43:34,17/08/2022 16:29:52,19,Complete the Customer Memo,166.31,19.2,17/08/2022 16:10:40,12%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,18/08/2022 10:37:52,18/08/2022 12:22:34,19,Fill Credit Memo,104.7,38.49,18/08/2022 11:44:05,37%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,17/08/2022 13:01:00,17/08/2022 13:43:34,19,Refund With Standard Voucher,42.56,15.65,17/08/2022 13:27:55,37%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,18/08/2022 12:22:34,18/08/2022 13:53:17,19,Re-issuing the invoice,90.71,33.35,18/08/2022 13:19:56,37%
"San Francisco, USA",Invoice Processor,Vendor3,2609.33,Aiden,16/08/2022 12:45:14,16/08/2022 14:09:28,19,Refund With Standard Voucher,84.24,30.97,16/08/2022 13:38:30,37%
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,17/08/2022 9:24:31,17/08/2022 13:01:00,19,Reject Invoice,216.49,25,17/08/2022 12:36:00,12%
"San Francisco, USA",Invoice Approver,Vendor3,2609.33,Jackie,16/08/2022 14:09:28,16/08/2022 18:24:31,19,Complete the Customer Memo,255.04,29.45,16/08/2022 17:55:04,12%
"San Diego, USA",Invoice Approver,Vendor2,624.12,Jessie,21/07/2022 15:15:57,21/07/2022 23:35:22,2,Complete the Customer Memo,499.42,57.67,21/07/2022 22:37:42,12%
"San Diego, USA",Invoice Approver,Vendor2,624.12,Jessie,22/07/2022 9:35:22,22/07/2022 17:05:45,2,Approve Invoice,450.38,52.01,22/07/2022 16:13:44,12%
"San Diego, USA",Invoice Processor,Vendor2,624.12,Casey,19/07/2022 10:03:04,19/07/2022 19:12:49,2,Invoice Entry,549.76,202.12,19/07/2022 15:50:42,37%
"San Diego, USA",start,Vendor2,624.12,Casey,19/07/2022 10:03:04,19/07/2022 10:03:04,2,start,0,0,19/07/2022 10:03:04,0%
"San Diego, USA",Invoice Processor,Vendor2,624.12,Casey,25/07/2022 9:44:07,25/07/2022 15:59:49,2,Fill Credit Memo,375.7,138.12,25/07/2022 13:41:42,37%
"San Diego, USA",Invoice Processor,Vendor2,624.12,Casey,20/07/2022 9:12:49,20/07/2022 14:47:48,2,Confirm Payment Received,334.97,123.15,20/07/2022 12:44:39,37%
"San Diego, USA",Invoice Processor,Vendor2,624.12,Casey,20/07/2022 14:47:48,21/07/2022 15:15:57,2,Refund With Special Voucher,1468.15,300,21/07/2022 10:15:57,20%
"San Diego, USA",Invoice Processor,Vendor2,624.12,Casey,25/07/2022 15:59:49,25/07/2022 22:57:42,2,Re-issuing the invoice,417.88,153.63,25/07/2022 20:24:04,37%
"San Diego, USA",Invoice Processor,Vendor2,624.12,Casey,22/07/2022 17:05:45,22/07/2022 23:44:07,2,Credit Memo Creation,398.38,146.46,22/07/2022 21:17:40,37%
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,19/07/2022 11:25:53,19/07/2022 12:15:00,20,Re-issuing the invoice,49.11,18.05,19/07/2022 11:56:57,37%
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,18/07/2022 15:12:45,18/07/2022 16:53:50,20,Invoice Entry,101.08,37.16,18/07/2022 16:16:40,37%
"Seattle, USA",start,Vendor4,382.76,Riley,18/07/2022 15:12:45,18/07/2022 15:12:45,20,start,0,0,18/07/2022 15:12:45,0%
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,19/07/2022 9:56:41,19/07/2022 11:25:53,20,Refund Customer,89.2,32.79,19/07/2022 10:53:06,37%
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,19/07/2022 9:09:44,19/07/2022 9:56:41,20,Credit Memo Entry,46.95,17.26,19/07/2022 9:39:25,37%
"Seattle, USA",Invoice Processor,Vendor4,382.76,Riley,18/07/2022 16:53:50,18/07/2022 18:09:44,20,Check Customer Payment,75.9,27.9,18/07/2022 17:41:50,37%
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,19/07/2022 9:39:43,19/07/2022 17:25:55,21,Refund Customer,466.2,171.4,19/07/2022 14:34:31,37%
"San Diego, USA",start,Vendor2,371.87,Adrian,15/07/2022 13:20:36,15/07/2022 13:20:36,21,start,0,0,15/07/2022 13:20:36,0%
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,19/07/2022 17:25:55,20/07/2022 0:01:01,21,Re-issuing the invoice,395.09,145.25,19/07/2022 21:35:46,37%
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,18/07/2022 9:51:04,18/07/2022 17:09:24,21,Check Customer Payment,438.33,161.15,18/07/2022 14:28:15,37%
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,15/07/2022 13:20:36,15/07/2022 19:51:04,21,Invoice Entry,390.46,143.55,15/07/2022 17:27:31,37%
"San Diego, USA",Invoice Processor,Vendor2,371.87,Adrian,18/07/2022 17:09:24,19/07/2022 0:39:43,21,Credit Memo Entry,450.33,165.56,18/07/2022 21:54:10,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,18/08/2022 12:20:54,18/08/2022 15:04:00,22,Complete the Customer Memo,163.1,18.83,18/08/2022 14:45:10,12%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,19/08/2022 9:31:03,19/08/2022 12:38:29,22,Complete the Customer Memo,187.43,21.64,19/08/2022 12:16:51,12%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,18/08/2022 11:26:45,18/08/2022 12:20:54,22,Refund With Standard Voucher,54.14,19.9,18/08/2022 12:01:00,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,17/08/2022 10:37:11,17/08/2022 13:17:08,22,Complete the Customer Memo,159.95,18.47,17/08/2022 12:58:40,12%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,17/08/2022 9:56:56,17/08/2022 10:37:11,22,Refund With Standard Voucher,40.26,14.8,17/08/2022 10:22:23,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,16/08/2022 17:31:00,16/08/2022 18:56:56,22,Reject Invoice,85.92,9.92,16/08/2022 18:47:00,12%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,18/08/2022 17:21:30,18/08/2022 18:31:03,22,Refund With Standard Voucher,69.55,25.57,18/08/2022 18:05:29,37%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,16/08/2022 13:36:57,16/08/2022 14:39:33,22,Refund With Standard Voucher,62.59,23.01,16/08/2022 14:16:32,37%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,17/08/2022 15:55:44,17/08/2022 17:03:34,22,Refund With Standard Voucher,67.84,24.94,17/08/2022 16:38:38,37%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,16/08/2022 12:29:11,16/08/2022 13:36:57,22,Confirm Payment Received,67.78,24.92,16/08/2022 13:12:02,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,18/08/2022 15:04:00,18/08/2022 17:21:30,22,Reject Invoice,137.51,15.88,18/08/2022 17:05:38,12%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,16/08/2022 11:11:05,16/08/2022 12:29:11,22,Invoice Entry,78.09,28.71,16/08/2022 12:00:28,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,19/08/2022 12:38:29,19/08/2022 15:39:08,22,Approve Invoice,180.64,20.86,19/08/2022 15:18:16,12%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,17/08/2022 13:17:08,17/08/2022 15:55:44,22,Reject Invoice,158.59,18.31,17/08/2022 15:37:25,12%
"Seattle, USA",start,Vendor1,1023.73,Riley,16/08/2022 11:11:05,16/08/2022 11:11:05,22,start,0,0,16/08/2022 11:11:05,0%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,19/08/2022 16:25:18,19/08/2022 16:54:02,22,Re-issuing the invoice,28.73,10.56,19/08/2022 16:43:28,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,17/08/2022 17:03:34,17/08/2022 19:09:54,22,Complete the Customer Memo,126.34,14.59,17/08/2022 18:55:19,12%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,18/08/2022 9:09:54,18/08/2022 11:26:45,22,Reject Invoice,136.85,15.8,18/08/2022 11:10:57,12%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,19/08/2022 15:39:08,19/08/2022 16:11:10,22,Credit Memo Creation,32.04,11.78,19/08/2022 15:59:23,37%
"Seattle, USA",Invoice Approver,Vendor1,1023.73,Addison,16/08/2022 14:39:33,16/08/2022 17:31:00,22,Complete the Customer Memo,171.46,19.8,16/08/2022 17:11:12,12%
"Seattle, USA",Invoice Processor,Vendor1,1023.73,Riley,19/08/2022 16:11:10,19/08/2022 16:25:18,22,Fill Credit Memo,14.13,5.19,19/08/2022 16:20:06,37%
"Seattle, USA",start,Vendor1,1049.95,Riley,15/08/2022 9:50:40,15/08/2022 9:50:40,23,start,0,0,15/08/2022 9:50:40,0%
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,16/08/2022 11:05:51,16/08/2022 11:34:06,23,Re-issuing the invoice,28.25,10.39,16/08/2022 11:23:42,37%
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,16/08/2022 9:19:09,16/08/2022 10:14:55,23,Credit Memo Creation,55.76,20.5,16/08/2022 9:54:25,37%
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,16/08/2022 10:14:55,16/08/2022 11:05:51,23,Fill Credit Memo,50.93,18.72,16/08/2022 10:47:07,37%
"Seattle, USA",Invoice Approver,Vendor1,1049.95,Addison,15/08/2022 16:08:24,15/08/2022 19:19:09,23,Approve Invoice,190.76,22.03,15/08/2022 18:57:07,12%
"Seattle, USA",Invoice Approver,Vendor1,1049.95,Addison,15/08/2022 13:05:36,15/08/2022 16:08:24,23,Complete the Customer Memo,182.8,21.11,15/08/2022 15:47:17,12%
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,15/08/2022 12:20:39,15/08/2022 13:05:36,23,Refund With Standard Voucher,44.94,16.52,15/08/2022 12:49:04,37%
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,15/08/2022 11:24:23,15/08/2022 12:20:39,23,Confirm Payment Received,56.27,20.69,15/08/2022 11:59:58,37%
"Seattle, USA",Invoice Processor,Vendor1,1049.95,Riley,15/08/2022 9:50:40,15/08/2022 11:24:23,23,Invoice Entry,93.72,34.46,15/08/2022 10:49:55,37%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,23/08/2022 13:21:26,23/08/2022 17:34:52,24,Complete the Customer Memo,253.43,29.26,23/08/2022 17:05:36,12%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,22/08/2022 15:14:30,22/08/2022 18:20:56,24,Complete the Customer Memo,186.43,21.53,22/08/2022 17:59:24,12%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,23/08/2022 12:33:49,23/08/2022 13:21:26,24,Refund With Standard Voucher,47.61,17.5,23/08/2022 13:03:56,37%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,22/08/2022 14:26:58,22/08/2022 15:14:30,24,Refund With Standard Voucher,47.54,17.48,22/08/2022 14:57:01,37%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,23/08/2022 9:20:56,23/08/2022 12:33:49,24,Reject Invoice,192.89,22.27,23/08/2022 12:11:33,12%
"Seattle, USA",start,Vendor5,526.72,Riley,22/08/2022 11:50:41,22/08/2022 11:50:41,24,start,0,0,22/08/2022 11:50:41,0%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,22/08/2022 11:50:41,22/08/2022 13:10:37,24,Invoice Entry,79.93,29.39,22/08/2022 12:41:13,37%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,22/08/2022 13:10:37,22/08/2022 14:26:58,24,Confirm Payment Received,76.35,28.07,22/08/2022 13:58:54,37%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,24/08/2022 16:29:36,24/08/2022 17:25:36,24,Refund With Standard Voucher,56.01,20.59,24/08/2022 17:05:01,37%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,25/08/2022 13:19:04,25/08/2022 13:50:31,24,Re-issuing the invoice,31.44,11.56,25/08/2022 13:38:57,37%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,23/08/2022 17:34:52,23/08/2022 19:23:00,24,Reject Invoice,108.13,12.49,23/08/2022 19:10:30,12%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,25/08/2022 12:35:13,25/08/2022 13:19:04,24,Fill Credit Memo,43.86,16.12,25/08/2022 13:02:57,37%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,24/08/2022 9:23:00,24/08/2022 10:02:55,24,Refund With Standard Voucher,39.92,14.68,24/08/2022 9:48:14,37%
